question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-15456,"Certification, Endorsement, and Delivery",O-FNM-00579,Critical,Were all contractual representations and warranties requirements met?,Review of the file revealed data from the closed mortgage does not agree with the final DU report and/or there was data or information not submitted to DU that would have changed the DU recommendation.,cross_doc_consistency,A2-2-04 Limited Waiver and Enforcement Relief of Representations and Warranties; A2-2-05 Invalidation of Limited Waiver of Representations and Warranties; A2-2-06 Representations and Warranties on Property Value; B3-3.5-01 Underwriting Factors and Documentation for a Self-Employed Borrower,NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FNM-15456,"Certification, Endorsement, and Delivery",O-FNM-00876,Critical,Were all contractual representations and warranties requirements met?,"Loan not resubmitted where there were significant changes that makes the information the DU recommendation was based no longer true, complete, or accurate.",cross_doc_consistency,A2-2-04 Limited Waiver and Enforcement Relief of Representations and Warranties; A2-2-05 Invalidation of Limited Waiver of Representations and Warranties; A2-2-06 Representations and Warranties on Property Value; B3-3.5-01 Underwriting Factors and Documentation for a Self-Employed Borrower,NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FNM-15456,"Certification, Endorsement, and Delivery",O-FNM-51067,Critical,Were all contractual representations and warranties requirements met?,"Self-employed income was calculated using a FNMA approved vendor tool providing DU reps and warrants relief; however, all other requirements were not met to retain the relief for self-employed income calculation.",scripted_review,A2-2-04 Limited Waiver and Enforcement Relief of Representations and Warranties; A2-2-05 Invalidation of Limited Waiver of Representations and Warranties; A2-2-06 Representations and Warranties on Property Value; B3-3.5-01 Underwriting Factors and Documentation for a Self-Employed Borrower,PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-57896,Major,Were all loan data and document delivery requirements met?,A loan with a reduced interest rate due to a standby commitment/builder forward commitment was not delivered with SFC 887.,doc_completeness,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,No standby commitment/builder forward commitment is evidenced anywhere; no such documentation exists in the closed 54-doc inventory and this is not a new-construction purchase,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-51016,Critical,Were all loan data and document delivery requirements met?,The Note reflects that the first payment date is due beyond two months from the final disbursement date.,date_window,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-56599,Major,Were all loan data and document delivery requirements met?,The mortgage was sold on a flow basis with a settlement date over 6 months from the first payment date to the purchase ready date or MBS pool issue date as applicable.,date_window,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-00873,Major,Were all loan data and document delivery requirements met?,"Data elements needed to be corrected post-purchase, the corrections were not submitted timely using FNMA's Additional Data Elements (ADE) application.",date_window,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-00872,Minor,Were all loan data and document delivery requirements met?,The specific special feature code(s) were not identified or was incorrect.,doc_completeness,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,PASS,AUTOPASS_LOAN_DELIVERY_NOT_ACCESSIBLE,"auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-55893,Major,Were all loan data and document delivery requirements met?,The borrower is enrolled in a state Address Confidentiality Program and both a property address and separate mailing address was not included at loan delivery.,doc_completeness,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,PASS,AUTOPASS_LOAN_DELIVERY_NOT_ACCESSIBLE,"auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15458,"Certification, Endorsement, and Delivery",O-UCD-54699,Critical,Were all loan data and document delivery requirements met?,All critical/fatal feedback messages returned by the UCD collection systems were not reviewed and resolved.,scripted_review,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,PASS,AUTOPASS_UCD_NOT_ACCESSIBLE,"auto-pass: requires verification inside ucd_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside ucd_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15458,"Certification, Endorsement, and Delivery",O-ULDD-51108,Critical,Were all loan data and document delivery requirements met?,"For loans with an application received date on or after January 1, 2019, all specific new data points were not collected as required for ULDD.",doc_completeness,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,PASS,AUTOPASS_LOAN_DELIVERY_NOT_ACCESSIBLE,"auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15458,"Certification, Endorsement, and Delivery",O-FNM-00871,Minor,Were all loan data and document delivery requirements met?,The Uniform Loan Delivery Dataset (ULDD) and the data delivery requirements not met for electronic submission via Loan Delivery.,doc_presence,C1-2-02 Loan Data and Documentation Delivery Requirements; C2-2-01 General Requirements for Good Delivery of Whole Loans; B2-1.5-02 Loan Eligibility; A3-2-01 Compliance With Laws,PASS,AUTOPASS_LOAN_DELIVERY_NOT_ACCESSIBLE,"auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside loan_delivery_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
Closing Conditions,Closing,UW Condition-A,Major,Have all underwriting closing conditions been met?,"No, all required underwriting conditions have not been met",scripted_review,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-3.1-02 Tax Return and Transcript Documentation Requirements",NEEDS_REVIEW,VENDOR_DATA_TRUST,"loanConditions all OPEN (PTA) on a closed loan -- matches known mid-pipeline-snapshot pattern; vendor question filed; all-OPEN is also consistent with a genuine defect, so cannot clear meanwhile",No data present for scripted_review_checklist__no_all_required_underwriting_conditions_have_not_b__a8f22ecf -- cannot determine whether this condition is true or false; needs SME review.
Closing Conditions,Closing,UW-Conditions-2,Major,Have all underwriting closing conditions been met?,The closing condition for the 4506C is missing and/or incomplete,doc_presence,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-3.1-02 Tax Return and Transcript Documentation Requirements",NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The 4506-C closing condition document must be present and complete/correct; a missing-and/or-incomplete compound defect on a single identifiable doc, not just presence, and 4506-C is not a closed-list entry.",
Closing Conditions,Closing,UW-Conditions-1,Major,Have all underwriting closing conditions been met?,The required condition for the borrower to sign and date letter(s) of explanation at closing is missing,doc_presence,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-3.1-02 Tax Return and Transcript Documentation Requirements",NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,Which closing conditions underwriting imposed varies per loan and isn't derivable from a generic document inventory.,
ICPL,Closing,ICPL,Major,Is the ICPL contained in the loan file accurate & complete?,An ICPL is not contained in the loan file.,doc_presence,"B7-2-01 Provision of Title Insurance; B7-2-02 Title Insurer Requirements; B7-3-07 Evidence of Property Insurance; D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation",PASS,REAL_DATA_MATCH,Predicate satisfied.,Predicate satisfied.
ICPL,Closing,ICPLInsure,Major,Is the ICPL contained in the loan file accurate & complete?,The ICPL insurer does not match the title policy insurer.,cross_doc_consistency,"B7-2-01 Provision of Title Insurance; B7-2-02 Title Insurer Requirements; B7-3-07 Evidence of Property Insurance; D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation",NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
ICPL,Closing,ICPLMatch,Major,Is the ICPL contained in the loan file accurate & complete?,The borrower information on the ICPL does not match the 1003 or LOS.,cross_doc_consistency,"B7-2-01 Provision of Title Insurance; B7-2-02 Title Insurer Requirements; B7-3-07 Evidence of Property Insurance; D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation",NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
ICPL,Closing,ICPLMTGCLS,Major,Is the ICPL contained in the loan file accurate & complete?,The mortgagee clause listed on the ICPL is incomplete or inaccurate,doc_completeness,"B7-2-01 Provision of Title Insurance; B7-2-02 Title Insurer Requirements; B7-3-07 Evidence of Property Insurance; D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation",NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The ICPL document is explicitly named, but the defect is about the accuracy/completeness of its mortgagee clause, not mere presence.",
MaxCash,Closing,MaxCash,Major,Is the max cash out condition present and accurate for the product?,Maximum Cash Back to Borrower was not conditioned for correctly.,computation,B2-1.3-02 Limited Cash-Out Refinance Transactions; B2-1.5-05 Principal Curtailments,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-BP-14664,Closing,O-BP-54659,Major,Were the following non-regulatory customary disclosures provided to the applicant at closing?,The following non-regulatory customary disclosure was not provided to the applicant: Occupancy Statement.,doc_presence,,PASS,REAL_DATA_MATCH,Predicate satisfied.,Predicate satisfied.
O-BP-14664,Closing,O-BP-54660,Major,Were the following non-regulatory customary disclosures provided to the applicant at closing?,The following non-regulatory customary disclosure was not provided to the applicant: Signature/Name Affidavit or AKA Notice.,doc_presence,,PASS,REAL_DATA_MATCH,Predicate satisfied.,Predicate satisfied.
O-CFPB-14501,Closing,O-CFPB-54139,Critical,(Best Practice) Were all Limited English Proficiency (LEP) requirements met?,(Best Practice) Standard and approved translated documents were not issued to the applicant(s) in their preferred language.,doc_presence,,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies when the applicant expressed an LEP preference, a borrower characteristic not derivable from doc-type inventory.",
O-FED-14466,Closing,O-ECOA-00440,Critical,Were all ECOA closing requirements met?,"Copies of each appraisal or written valuation were not provided to the applicant promptly upon completion, or three business days prior to consummation of the transaction (for closed-end credit) or account opening (for open-end credit), whichever is earlier.",date_window,A3-2-01 Compliance With Laws,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FED-14466,Closing,O-ECOA-51099,Critical,Were all ECOA closing requirements met?,The applicant's waiver of appraisal delivery was not obtained at least three business days prior to consummation.,date_window,A3-2-01 Compliance With Laws,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15396,Closing,O-FNM-50230,Critical,Were all escrow requirements met?,An escrow account was not established as required or an escrow waiver was utilized when not allowable.,doc_presence,B2-1.5-04 Escrow Accounts,NOT_COMPILED,NOT_COMPILED_COMPOUND_DOCS_NEEDS_MULTI_DOC_LOGIC,Passes if either an escrow account was established (not a document fact) or a valid Escrow Waiver is present in the file — no single document alone decides it.,
O-FNM-15454,Closing,O-FNM-50231,Critical,Were all principal curtailment requirements met?,A principal curtailment was applied that was not used to refund overpayment of fees or charges paid by the borrower or to reduce cash received by the borrower at closing.,threshold_eligibility,B2-1.5-05 Principal Curtailments; B2-1.5-01 Loan Limits,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15454,Closing,O-FNM-50232,Critical,Were all principal curtailment requirements met?,A principal curtailment was applied at or after closing that was not documented as required on the settlement statement or loan file.,doc_completeness,B2-1.5-05 Principal Curtailments; B2-1.5-01 Loan Limits,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies when a curtailment occurred, a loan-event fact not visible from doc inventory; 'settlement statement' is too generic to map confidently to a single closed-list document.",
O-FNM-15454,Closing,O-FNM-55393,Critical,Were all principal curtailment requirements met?,The loan was modified due to a principal curtailment and the principal balance was recast over the remaining loan term and the original note amount prior to modification and the reduced loan amount after modification do comply with loan limits.,threshold_eligibility,B2-1.5-05 Principal Curtailments; B2-1.5-01 Loan Limits,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Trigger requires the loan to have been modified due to a principal curtailment with the balance recast; the closed-world 62-entry documents[] contains no loan modification/recast agreement documentType -- a modification must be documented in the closed file.,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15455,Closing,O-FNM-58308,Critical,Is the electronic closing documentation complete and accurate in accordance with agency/GSE requirements?,The file did not document who has the right to enforce the Authoritative Copy of the eNote.,doc_completeness,"B8-8-01 General Information on eMortgages; B8-8-02 Requirements for Creating, Closing, and Correcting eNotes; B8-7-01 Mortgage Electronic Registration Systems (MERS), Inc.; C1-2-04 Delivering eMortgages to Fannie Mae",NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies to electronically-closed loans using an eNote, a closing-method fact not derivable from the document-type inventory.",
O-FNM-15455,Closing,O-FNM-58312,Critical,Is the electronic closing documentation complete and accurate in accordance with agency/GSE requirements?,The eNote did not contain a valid unique 18-digit Mortgage Identification Number (MIN).,doc_completeness,"B8-8-01 General Information on eMortgages; B8-8-02 Requirements for Creating, Closing, and Correcting eNotes; B8-7-01 Mortgage Electronic Registration Systems (MERS), Inc.; C1-2-04 Delivering eMortgages to Fannie Mae",NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The eNote is presumed present (electronic closing); the defect is that its embedded MIN data is invalid, a content/accuracy issue beyond mere presence.",
O-FNM-15455,Closing,O-FNM-58306,Critical,Is the electronic closing documentation complete and accurate in accordance with agency/GSE requirements?,The subject loan had an eMortgage component without tamper-evident security.,doc_completeness,"B8-8-01 General Information on eMortgages; B8-8-02 Requirements for Creating, Closing, and Correcting eNotes; B8-7-01 Mortgage Electronic Registration Systems (MERS), Inc.; C1-2-04 Delivering eMortgages to Fannie Mae",NOT_COMPILED,DEMO_EXCLUDED,no_system_verification_path,
O-FNM-15455,Closing,O-FNM-58310,Critical,Is the electronic closing documentation complete and accurate in accordance with agency/GSE requirements?,The subject eNote did not contain an eNote clause.,doc_completeness,"B8-8-01 General Information on eMortgages; B8-8-02 Requirements for Creating, Closing, and Correcting eNotes; B8-7-01 Mortgage Electronic Registration Systems (MERS), Inc.; C1-2-04 Delivering eMortgages to Fannie Mae",NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies to electronically closed loans using an eNote; the closing method is not inferable from doc inventory, and 'eNote' is not a verbatim closed-list entry (distinct from 'Note').",
O-FNM-15455,Closing,O-FNM-58314,Critical,Is the electronic closing documentation complete and accurate in accordance with agency/GSE requirements?,"The eNote Vault System used to originate the eMortgage did not meet the legal, technological, and operational requirements.",scripted_review,"B8-8-01 General Information on eMortgages; B8-8-02 Requirements for Creating, Closing, and Correcting eNotes; B8-7-01 Mortgage Electronic Registration Systems (MERS), Inc.; C1-2-04 Delivering eMortgages to Fannie Mae",NEEDS_REVIEW,DATA_NEVER_CAPTURED,eVault legal/tech/operational compliance -- zero electronic/eNote/eVault tokens in payload,No data present for scripted_review_checklist__the_enote_vault_system_used_to_originate_the_emort__014c0109 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-15455,Closing,O-FNM-58316,Critical,Is the electronic closing documentation complete and accurate in accordance with agency/GSE requirements?,The eNote was not registered with the MERS® eRegistry immediately upon execution by the borrower.,date_window,"B8-8-01 General Information on eMortgages; B8-8-02 Requirements for Creating, Closing, and Correcting eNotes; B8-7-01 Mortgage Electronic Registration Systems (MERS), Inc.; C1-2-04 Delivering eMortgages to Fannie Mae",NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
DebtsPaid,Credit - Liabilities,DEBTS-PAID,Critical,Were all the requirements met for debts paid off at or prior to closing?,All debts required to be paid at closing were not satisfied,cross_doc_consistency,B3-6-07 Debts Paid Off At or Prior to Closing,NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FED-15842,Credit - Liabilities,O-FCRA-51725,Critical,Were all FCRA underwriting requirements met?,"The consumer was not contacted using the specified telephone number designated in the active duty alert or, if no phone number was available, reasonable steps were not taken to confirm the consumer's identity to ensure that the application is not the result of identity theft.",scripted_review,,NEEDS_REVIEW,DATA_NEVER_CAPTURED,requires phone-contact/call log; none exists,No data present for scripted_review_checklist__the_consumer_was_not_contacted_using_the_specified__425b3af1 -- cannot determine whether this condition is true or false; needs SME review.
O-FED-15842,Credit - Liabilities,O-FCRA-52834,Critical,Were all FCRA underwriting requirements met?,The consumer was not contacted using the specified telephone number designated in the extended identity theft/fraud alert or otherwise reasonable steps were not taken to confirm the consumer's identity to ensure that the application is not the result of identity theft.,scripted_review,,NEEDS_REVIEW,DATA_NEVER_CAPTURED,call log; none exists,No data present for scripted_review_checklist__the_consumer_was_not_contacted_using_the_specified__de4dd6ac -- cannot determine whether this condition is true or false; needs SME review.
O-FED-15842,Credit - Liabilities,O-FCRA-51724,Critical,Were all FCRA underwriting requirements met?,"The consumer was not contacted using the specified telephone number designated in the initial fraud alert or, if no phone number was available, reasonable steps were not taken to confirm the consumer's identity to ensure that the application is not the result of identity theft.",scripted_review,,NEEDS_REVIEW,DATA_NEVER_CAPTURED,call log; none exists,No data present for scripted_review_checklist__the_consumer_was_not_contacted_using_the_specified__412d2e8b -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-14152,Credit - Liabilities,O-FNM-00179,Critical,(Fannie Mae) Was a credit report in the loan file for each applicant responsible for loan repayment?,A credit report was not obtained for each borrower on the loan application who has an individual credit record.,doc_presence,B3-5.2-01 Requirements for Credit Reports,NOT_COMPILED,NOT_COMPILED_PURE_PRESENCE_REVIEWED_REJECTED,Decidable purely by whether a Credit Report document exists for each borrower with an individual credit record; no content/completeness/compound qualifiers.,
O-FNM-14152,Credit - Liabilities,O-FNM-58076,Critical,(Fannie Mae) Was a credit report in the loan file for each applicant responsible for loan repayment?,There are no credit report(s) in the file.,doc_presence,B3-5.2-01 Requirements for Credit Reports,PASS,REAL_DATA_MATCH,Predicate satisfied.,Predicate satisfied.
O-FNM-15305,Credit - Liabilities,O-FNM-55988,Major,Were all credit score requirements met?,The representative credit score or average median score was not used as required per number of borrowers in a manually underwritten loan.,computation,B3-5.1-01 General Requirements for Credit Scores; B3-5.1-02 Determining the Credit Score for a Mortgage Loan,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15305,Credit - Liabilities,O-FNM-51042,Critical,Were all credit score requirements met?,Minimum credit score requirements not met.,threshold_eligibility,B3-5.1-01 General Requirements for Credit Scores; B3-5.1-02 Determining the Credit Score for a Mortgage Loan,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15305,Credit - Liabilities,O-FNM-00192,Critical,Were all credit score requirements met?,The incorrect representative credit score was used in a manually underwritten loan.,computation,B3-5.1-01 General Requirements for Credit Scores; B3-5.1-02 Determining the Credit Score for a Mortgage Loan,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15306,Credit - Liabilities,O-FNM-00199,Critical,Were all credit report requirements met?,Evidence that the credit report and all credit information was reviewed to determine that the credit report meets requirements and the data evaluated by DU was accurate not documented.,cross_doc_consistency,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FNM-15306,Credit - Liabilities,O-FNM-56945,Major,Were all credit report requirements met?,"The borrower’s present address is not within the U.S. or U.S. territories, with the exception of an Army Post Office (APO), Fleet Post Office (FPO), or Diplomatic Post Office (DPO) military address and was not manually underwritten.",threshold_eligibility,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires the borrower's present address be outside the U.S./territories; residences[0].propertyInformation countryCode='US', stateCode='CO' (Crystal Hills, CO) -- provably a U.S. address.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15306,Credit - Liabilities,O-FNM-00189,Major,Were all credit report requirements met?,Each account with a balance did not indicate they were updated with the creditors within 90 days of the report.,date_window,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15306,Credit - Liabilities,O-FNM-00185,Critical,Were all credit report requirements met?,The credit report was not an original with all required identifying information and/or alterations were noted.,doc_completeness,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Credit Report is a named, closed-list document, but presence alone is insufficient — it must also be an original with required identifying info and no unexplained alterations.",
O-FNM-15306,Credit - Liabilities,O-FNM-50010,Critical,Were all credit report requirements met?,"The credit report reflects a disputed account, evidence the lender investigated and resolved the disputed issues accordingly or as per DU not in the file.",doc_presence,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15306,Credit - Liabilities,O-FNM-00182,Critical,Were all credit report requirements met?,A three in-file merged credit report not in the file for a DU underwritten loan.,doc_presence,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15306,Credit - Liabilities,O-FNM-00181,Critical,Were all credit report requirements met?,A nontraditional credit report or other form of alternative credit verification was used while the applicant appears to have sufficient credit to enable the development of a credit score.,scripted_review,B3-5.2-01 Requirements for Credit Reports; B3-5.2-02 Types of Credit Reports; B3-5.3-09 DU Credit Report Analysis; B3-5.4-01 Eligibility Requirements for Loans with Nontraditional Credit,NEEDS_REVIEW,EXTRACTION_GAP_DOC_PRESENT,Credit Report doc present; creditReportVendorName/type fields null,No data present for scripted_review_checklist__a_nontraditional_credit_report_or_other_form_of_al__9b968b83 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-15307,Credit - Liabilities,O-FNM-00188,Critical,Were all traditional credit history requirements met?,The credit report reflects recent inquiries without documenting if a new debt was incurred or if new credit was obtained and the debt was not included in qualifying.,doc_presence,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,DEMO_EXCLUDED,not_automatable_for_demo,
O-FNM-15307,Credit - Liabilities,O-FNM-00200,Critical,Were all traditional credit history requirements met?,A written explanation and supporting documentation were not provided to support that derogatory information is the result of extenuating circumstances.,doc_presence,B3-5.3-03 Previous Mortgage Payment History; B3-5.3-04 Inquiries: Recent Attempts to Obtain New Credit; B3-5.3-07 Significant Derogatory Credit Events — Waiting Periods and Re-establishing Credit; B3-5.3-08 Extenuating Circumstances for Derogatory Credit,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies when serious adverse credit was reported, a content-level fact within the credit report not decidable from mere document-type presence.",
